AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
-40,-401,16527,-1,-9,2
-51,-398,16519,0,-10,1
-50,-390,16533,-1,-9,0
-71,-415,16507,1,-9,1
-29,-390,16531,-1,-9,1
-29,-376,16524,0,-10,0
-31,-374,16518,1,-9,1
-43,-377,16529,-1,-9,2
-50,-371,16543,1,-9,1
-47,-394,16525,-1,-10,0
-44,-381,16518,-1,-9,1
-48,-390,16529,0,-7,0
-48,-386,16517,0,-8,1
-61,-398,16528,-1,-7,1
-35,-368,16527,-1,-9,1
-30,-372,16535,-1,-9,0
-22,-388,16524,1,-8,2
-42,-365,16523,0,-9,2
-37,-366,16542,1,-9,1
-35,-373,16562,0,-8,1
-29,-352,16529,0,-8,2
-25,-355,16525,-2,-10,2
-38,-392,16516,-1,-9,0
-43,-392,16524,-2,-9,1
-41,-398,16531,0,-9,2
-46,-379,16517,1,-10,1
-34,-378,16534,-1,-8,1
-61,-377,16522,0,-9,0
-52,-390,16511,0,-9,2
-35,-387,16521,0,-9,1
-45,-382,16522,0,-9,0
-44,-390,16527,0,-8,2
-49,-387,16522,1,-7,1
-29,-379,16542,0,-8,2
-31,-388,16529,0,-8,2
-44,-383,16540,0,-8,1
-43,-385,16520,-2,-9,1
-47,-369,16547,2,-8,1
-43,-376,16533,-2,-8,1
-26,-381,16539,1,-8,1
-38,-387,16533,1,-9,1
-50,-392,16519,-2,-11,0
-58,-395,16517,0,-9,1
-58,-394,16523,-1,-8,0
-37,-375,16529,1,-8,1
-34,-378,16530,0,-9,0
-43,-382,16533,-2,-10,0
-37,-377,16532,-1,-8,1
-28,-386,16526,-1,-8,0
-39,-371,16536,0,-9,1
-35,-382,16521,1,-9,0
-50,-387,16513,-1,-8,1
-47,-379,16543,-1,-9,1
-41,-391,16532,1,-8,1
-43,-373,16533,0,-9,-1
-42,-390,16516,-1,-8,1
-49,-369,16530,-1,-9,1
-25,-380,16520,0,-10,0
-44,-393,16522,-1,-8,2
-30,-389,16536,0,-8,3
-17,-371,16530,0,-10,1
-38,-395,16518,0,-10,1
-27,-382,16518,1,-10,3
-42,-374,16518,0,-9,3
-36,-371,16529,-1,-8,-1
-34,-388,16532,-2,-9,1
-39,-388,16539,0,-9,2
-50,-377,16525,-1,-9,0
-27,-377,16528,0,-10,2
-30,-374,16534,0,-9,1
-46,-378,16526,0,-8,1
-35,-385,16526,-1,-8,1
-42,-381,16534,0,-9,1
-34,-387,16519,-2,-9,0
-21,-377,16533,0,-10,0
-36,-399,16531,0,-8,1
-32,-380,16542,-1,-10,3
-58,-365,16517,-1,-9,3
-41,-392,16523,-1,-9,2
-43,-378,16552,0,-8,1
-42,-379,16515,1,-8,0
-28,-394,16531,-2,-9,2
-49,-376,16527,0,-10,2
-35,-374,16528,1,-9,0
-40,-372,16526,-1,-9,0
-48,-389,16538,0,-10,2
-41,-387,16529,-1,-9,0
-41,-384,16531,-1,-10,1
-23,-370,16539,-1,-7,0
-45,-389,16524,0,-10,2
-32,-375,16526,0,-9,1
-37,-389,16537,0,-8,4
-50,-400,16529,-2,-11,0
-42,-388,16536,1,-9,0
-41,-386,16511,-2,-9,1
-30,-367,16547,0,-9,0
-38,-376,16528,0,-9,1
-30,-394,16519,0,-9,1
-21,-387,16539,-1,-10,1
-26,-384,16512,0,-10,1
-32,-387,16524,-2,-10,1
-39,-388,16517,2,-9,0
-42,-379,16525,-2,-10,2
-46,-379,16517,0,-8,1
-26,-381,16529,0,-9,2
-57,-388,16544,1,-10,2
-42,-378,16533,2,-8,1
-49,-370,16530,-1,-10,4
-28,-381,16523,2,-9,0
-26,-381,16527,1,-9,2
-44,-396,16539,-1,-10,1
-31,-374,16546,1,-9,0
-36,-373,16529,-1,-9,2
-74,-391,16515,-1,-8,1
-50,-375,16545,-1,-9,1
-31,-387,16529,1,-9,0
-22,-383,16542,-1,-9,1
-47,-378,16521,0,-9,2
-40,-376,16537,0,-9,1
-40,-381,16525,0,-10,0
-52,-383,16534,-2,-10,2
-44,-385,16538,-2,-10,0
-33,-368,16523,-2,-10,2
-34,-375,16526,-1,-8,0
-28,-363,16545,1,-9,2
-48,-384,16508,0,-7,1
-48,-384,16526,1,-9,2
-29,-354,16523,1,-8,-1
-43,-387,16528,0,-9,1
-33,-382,16527,1,-8,2
-23,-367,16542,-1,-9,1
-30,-395,16537,-1,-9,0
-39,-382,16526,0,-9,0
-26,-371,16527,-1,-9,1
-35,-391,16521,-1,-9,3
-41,-393,16530,0,-8,0
-29,-402,16544,0,-9,1
-27,-385,16530,-1,-9,1
-43,-371,16539,0,-9,1
-53,-388,16553,1,-9,2
-56,-388,16530,-1,-9,0
-48,-376,16534,-2,-10,0
-28,-392,16526,-1,-10,0
-40,-369,16545,-1,-10,0
-15,-371,16542,-2,-9,1
-17,-396,16550,-1,-8,1
-36,-367,16532,0,-10,1
-39,-389,16536,-1,-8,1
-50,-377,16548,-1,-9,1
-47,-375,16510,-1,-9,1
-37,-375,16533,-1,-9,0
-41,-392,16549,-1,-9,2
-42,-379,16518,0,-10,1
-48,-389,16527,0,-9,0
-30,-391,16521,0,-10,0
-38,-381,16527,0,-9,2
-45,-383,16545,1,-10,2
-26,-387,16534,-1,-9,0
-43,-386,16534,0,-9,1
-42,-376,16517,-2,-9,0
-41,-383,16527,-1,-9,1
-26,-370,16525,0,-11,0
-29,-370,16538,0,-9,1
-57,-386,16520,0,-9,0
-38,-412,16511,-3,-9,2
-44,-375,16541,-1,-10,0
-29,-382,16524,-2,-10,2
-45,-378,16539,0,-10,2
-42,-383,16525,-1,-8,-1
-15,-400,16524,0,-10,1
-55,-382,16520,-1,-9,0
-47,-381,16510,-1,-10,1
-27,-370,16530,0,-8,0
-31,-372,16531,-1,-10,2
-45,-377,16520,0,-8,1
-53,-394,16527,1,-9,1
-54,-369,16516,-1,-9,1
-20,-372,16528,-2,-10,2
-53,-387,16546,-2,-10,1
-57,-388,16524,2,-9,2
-31,-391,16539,1,-9,1
-42,-359,16541,-1,-9,2
-37,-357,16530,0,-11,2
-49,-396,16528,-1,-10,1
-25,-385,16553,-1,-9,0
-39,-373,16531,-2,-9,0
-43,-400,16539,-2,-10,1
-49,-400,16513,-1,-8,0
-42,-387,16520,-2,-8,1
-52,-366,16526,1,-9,0
-43,-387,16531,-2,-9,2
-35,-392,16522,-2,-9,2
-29,-401,16549,0,-10,1
-32,-370,16534,0,-9,1
-41,-370,16538,0,-8,0
-25,-380,16537,1,-9,0
-26,-369,16553,0,-8,1
-27,-380,16531,0,-11,1
-29,-381,16542,0,-9,2
-23,-368,16540,-1,-8,2
-34,-365,16539,-1,-8,1
-45,-364,16524,-2,-10,2
-40,-382,16526,1,-8,1
-23,-365,16523,0,-9,2
-18,-367,16533,-1,-8,-1
-29,-379,16546,-1,-9,0
-53,-394,16530,0,-9,1
-37,-395,16512,1,-8,0
-31,-384,16530,-2,-9,2
-37,-383,16518,-3,-9,0
-38,-385,16529,-1,-8,1
-51,-392,16542,-1,-9,2
-42,-373,16544,0,-11,1
-54,-380,16536,-1,-10,-1
-52,-391,16541,1,-8,1
-31,-383,16528,-1,-10,1
-31,-375,16529,-3,-8,1
-18,-358,16524,-1,-10,2
-57,-387,16524,-1,-10,1
-39,-390,16540,-3,-9,1
-52,-391,16529,-2,-8,2
-58,-391,16519,-1,-9,3
-45,-383,16509,-2,-8,0
-49,-385,16530,0,-9,1
-51,-370,16532,0,-8,1
-40,-399,16537,-3,-9,1
-23,-390,16527,-1,-8,0
-33,-359,16544,0,-10,1
-47,-380,16525,-1,-10,1
-31,-376,16536,-1,-9,1
-44,-368,16518,1,-10,2
-31,-382,16538,0,-9,2
-41,-387,16533,-2,-8,1
-47,-390,16539,-1,-9,2
-39,-391,16525,-2,-7,0
-35,-379,16527,-1,-9,2
-29,-378,16536,0,-8,1
-50,-376,16517,-1,-8,2
-46,-350,16547,-1,-9,1
-35,-380,16521,2,-9,3
-45,-392,16518,0,-9,1
-44,-363,16523,0,-8,1
-53,-383,16534,0,-9,0
-55,-384,16529,-2,-8,-1
-35,-384,16532,-2,-8,3
-43,-385,16533,-1,-8,1
-36,-376,16518,-1,-8,2
-43,-397,16528,1,-9,1
-56,-394,16530,1,-9,1
-41,-378,16533,1,-9,2
-25,-367,16533,-1,-9,0
-42,-379,16547,0,-8,2
-37,-382,16550,1,-8,1
-44,-375,16533,-1,-9,0
-34,-388,16521,-1,-11,1
-56,-367,16539,2,-9,2
-32,-377,16534,0,-9,3
-42,-392,16526,0,-10,2
-45,-385,16529,-2,-10,1
-47,-378,16531,-1,-10,2
-31,-397,16527,1,-7,2
-58,-385,16517,1,-8,2
-42,-380,16542,-2,-10,3
-50,-397,16531,-1,-10,2
-42,-375,16539,0,-9,2
-36,-391,16516,0,-9,1
-47,-373,16521,1,-10,2
-36,-375,16533,0,-9,0
-27,-386,16530,1,-11,1
-46,-373,16525,0,-8,2
-33,-405,16528,-1,-10,1
-33,-379,16545,-1,-8,2
-40,-389,16527,-2,-9,2
-54,-382,16528,1,-8,1
-40,-395,16540,0,-9,1
-53,-400,16540,1,-11,3
-31,-370,16538,0,-10,2
-35,-394,16529,1,-7,3
-30,-373,16541,1,-10,-1
-48,-394,16535,0,-9,1
-34,-381,16536,0,-10,1
-38,-374,16533,2,-10,2
-45,-400,16535,-1,-10,1
-30,-382,16534,-1,-10,2
-29,-388,16524,-1,-9,0
-46,-381,16522,-2,-10,1
-28,-381,16537,-2,-9,0
-36,-371,16541,-1,-10,2
-40,-365,16531,0,-10,0
-43,-392,16521,-1,-10,1
-42,-385,16529,1,-8,1
-38,-381,16546,-2,-9,2
-52,-375,16512,-1,-10,0
-38,-396,16544,-1,-10,2
-32,-393,16522,-2,-10,0
-53,-385,16526,-1,-8,1
-41,-389,16518,0,-9,1
-32,-373,16531,0,-7,1
-34,-366,16534,-1,-9,0
-33,-374,16523,-1,-9,1
-40,-387,16526,-1,-9,0
-41,-389,16521,1,-11,1
-39,-389,16537,0,-9,1
-36,-383,16545,-1,-9,0
-31,-379,16534,0,-9,2
-22,-374,16540,2,-8,2
-34,-384,16539,2,-9,0
-26,-381,16531,1,-9,1
-42,-378,16526,-1,-8,1
-60,-396,16508,0,-9,1
-57,-375,16538,1,-9,0
-42,-385,16521,1,-8,1
-29,-370,16538,0,-9,1
-50,-394,16513,0,-10,0
-28,-374,16533,-2,-10,2
-48,-380,16542,0,-8,0
-31,-381,16519,1,-9,1
-42,-373,16524,-2,-10,2
-39,-391,16538,0,-9,1
-46,-380,16530,0,-8,1
-39,-382,16528,-1,-7,1
-52,-403,16509,1,-10,2
-32,-373,16535,0,-10,0
-34,-371,16530,-2,-10,2
-46,-377,16513,0,-8,1
-31,-384,16539,1,-10,0
-52,-379,16525,1,-9,2
-28,-377,16550,1,-9,1
-34,-375,16518,0,-9,3
-22,-398,16521,-1,-8,2
-43,-401,16519,0,-8,1
-44,-377,16535,0,-10,0
-39,-394,16534,-1,-8,0
-32,-377,16524,0,-9,2
-40,-370,16527,-1,-7,1
-41,-377,16537,0,-8,-1
-32,-384,16525,-2,-10,-1
-38,-365,16546,2,-9,0
-26,-387,16550,1,-9,3
-17,-375,16551,2,-9,1
-51,-383,16543,1,-10,-1
-39,-389,16538,0,-9,2
-47,-368,16520,1,-10,1
-37,-365,16542,1,-9,0
-25,-378,16547,0,-9,1
-12,-377,16544,0,-7,0
-37,-359,16547,0,-8,2
-38,-378,16525,1,-10,1
-29,-371,16541,-2,-10,1
-26,-378,16533,1,-9,2
-36,-368,16514,-3,-7,0
-50,-390,16521,1,-10,1
-40,-382,16530,0,-8,1
-36,-377,16537,-1,-8,2
-37,-378,16539,-1,-7,2
-41,-407,16519,-2,-8,2
-30,-392,16523,-1,-8,0
-38,-366,16522,-1,-9,0
-39,-382,16522,0,-8,2
-13,-365,16533,0,-9,1
-39,-377,16532,1,-10,0
-40,-372,16534,0,-9,2
-61,-393,16513,1,-9,2
-39,-381,16533,-1,-8,1
-35,-391,16530,0,-8,1
-33,-382,16518,2,-10,2
-38,-384,16532,-1,-8,1
-51,-391,16516,0,-8,1
-36,-376,16532,1,-10,2
-35,-361,16520,-1,-6,1
-37,-368,16521,0,-11,1
-46,-373,16529,0,-7,0
-40,-367,16537,0,-8,1
-53,-385,16524,-1,-9,2
-18,-375,16543,0,-10,1
-40,-385,16525,-1,-9,2
-19,-376,16536,0,-10,0
-50,-390,16516,-1,-9,1
-51,-382,16517,1,-10,1
-32,-377,16539,-2,-8,1
-34,-370,16520,2,-9,1
-43,-382,16511,-1,-8,0
-55,-379,16526,1,-7,0
-43,-415,16543,-3,-9,1
-43,-400,16519,-2,-8,0
-43,-379,16526,1,-11,3
-18,-385,16534,-1,-9,0
-54,-391,16522,0,-10,0
-63,-391,16527,-1,-9,1
-54,-384,16521,1,-9,2
-39,-384,16520,0,-10,1
-55,-399,16520,-1,-8,3
-51,-395,16516,-1,-11,1
-43,-393,16533,-1,-11,0
-56,-395,16518,-1,-10,3
-49,-380,16518,-1,-9,1
-34,-376,16535,0,-10,2
-48,-390,16525,0,-8,0
-44,-398,16516,-1,-10,0
-51,-383,16547,-2,-9,0
-56,-374,16539,0,-9,2
-36,-391,16527,1,-10,1
-22,-395,16533,-1,-10,1
-48,-376,16524,-2,-11,1
-48,-378,16533,0,-9,2
-48,-399,16529,1,-9,2
-34,-387,16535,2,-7,1
-51,-382,16524,1,-10,2
-32,-366,16527,-1,-9,1
-46,-400,16519,1,-8,1
-44,-397,16526,-2,-9,3
-45,-385,16531,-1,-10,1
-46,-403,16527,0,-8,2
-44,-398,16515,0,-11,1
-35,-395,16523,-1,-10,1
-64,-376,16515,-2,-9,0
-49,-390,16540,-1,-8,1
-39,-380,16520,-1,-11,3
-47,-380,16534,-1,-8,2
-44,-381,16521,-1,-10,3
-44,-369,16546,-1,-9,3
-49,-380,16532,0,-9,2
-33,-392,16534,1,-9,-1
-43,-371,16540,0,-9,1
-29,-376,16536,0,-9,2
-57,-395,16527,0,-10,0
-29,-387,16532,0,-9,3
-36,-373,16534,1,-9,2
-44,-370,16521,0,-9,0
-45,-390,16544,1,-10,2
-61,-388,16519,1,-9,1
-42,-386,16510,1,-9,0
-37,-392,16538,0,-10,2
-35,-383,16528,0,-10,0
-65,-385,16528,-1,-9,1
-28,-379,16522,1,-12,1
-31,-375,16543,0,-9,2
-47,-384,16529,-1,-10,2
-52,-386,16522,-1,-10,1
-41,-376,16539,-1,-8,2
-46,-392,16520,1,-7,2
-36,-381,16540,0,-10,1
-44,-388,16527,0,-10,2
-57,-388,16518,-1,-8,1
-53,-391,16517,-1,-8,1
-46,-395,16535,0,-9,1
-60,-397,16518,-1,-8,2
-28,-377,16531,-1,-10,2
-45,-391,16528,0,-8,2
-67,-386,16531,0,-10,2
-48,-394,16527,-2,-8,0
-43,-390,16516,-2,-9,2
-42,-380,16520,0,-9,2
-34,-372,16519,0,-10,2
-39,-385,16530,0,-10,0
-27,-364,16544,0,-11,2
-31,-387,16546,-1,-10,1
-45,-399,16527,0,-10,3
-54,-382,16520,0,-9,4
-39,-370,16522,2,-8,1
-43,-395,16533,-1,-10,0
-34,-379,16517,-1,-9,2
-44,-390,16525,2,-9,1
-41,-382,16543,1,-9,2
-36,-385,16527,-3,-10,1
-48,-395,16525,-1,-8,0
-45,-396,16519,-2,-8,0
-40,-382,16525,0,-9,3
-30,-380,16530,-1,-9,3
-46,-386,16538,0,-10,2
-51,-392,16524,0,-10,1
-29,-388,16517,0,-7,3
-38,-390,16518,0,-8,0
-38,-383,16536,-1,-8,2
-40,-377,16533,0,-9,2
-38,-384,16534,0,-10,1
-31,-375,16529,2,-9,2
-29,-388,16525,-1,-10,2
-33,-367,16525,0,-10,2
-45,-384,16529,0,-10,2
-33,-384,16532,-1,-9,1
-32,-373,16538,-1,-9,2
-41,-386,16537,1,-7,2
-72,-405,16520,0,-9,0
-39,-382,16506,-1,-8,2
-41,-383,16516,0,-10,0
-45,-391,16515,-1,-9,0
-30,-382,16534,0,-9,0
-34,-382,16532,1,-10,1
-37,-372,16534,1,-9,1
-41,-374,16536,0,-9,2
-44,-379,16521,-1,-10,1
-70,-402,16526,-1,-8,0
-52,-393,16506,-1,-10,1
-31,-369,16535,0,-9,0
-50,-391,16536,1,-10,3
-44,-376,16541,0,-8,1
-48,-396,16527,0,-8,1
-61,-389,16512,-1,-10,3
-65,-392,16531,-1,-10,3
-31,-391,16524,1,-8,1
-47,-378,16521,-3,-10,0
-45,-396,16527,0,-10,0
-27,-366,16529,-1,-8,2
-38,-383,16534,-1,-9,0
-39,-380,16539,0,-9,2
-38,-390,16525,0,-9,0
-46,-382,16520,-1,-9,2
-39,-397,16525,1,-11,2
-43,-383,16531,0,-9,1
-36,-378,16530,2,-8,1
-44,-377,16519,-1,-9,0
-41,-396,16527,0,-11,1
-53,-390,16541,1,-9,1
-36,-379,16517,0,-8,1
-53,-399,16524,0,-9,0
-59,-387,16528,0,-8,1
-38,-390,16514,-2,-8,1
-46,-389,16516,0,-9,3
-30,-369,16524,2,-9,0
-41,-390,16510,0,-7,2
-48,-390,16510,0,-9,2
-51,-390,16517,-1,-9,0
-59,-383,16522,1,-9,1
-41,-390,16517,-1,-8,1
-43,-380,16519,-1,-8,3
-44,-385,16523,-1,-8,0
-49,-406,16531,-1,-10,2
-38,-384,16503,-1,-10,2
-48,-373,16518,-1,-10,3
-55,-388,16520,-1,-8,1
-35,-378,16524,-1,-9,1
-19,-369,16542,0,-10,1
-32,-390,16521,1,-10,0
-48,-374,16522,-1,-8,1
-42,-376,16505,-1,-9,0
-39,-381,16524,0,-10,1
-41,-385,16526,1,-10,1
-32,-378,16526,0,-10,-1
-36,-368,16541,0,-8,2
-43,-384,16530,-1,-10,1
-20,-365,16531,0,-10,1
-35,-383,16527,1,-10,1
-47,-393,16533,0,-10,1
-31,-376,16536,1,-10,2
-50,-386,16528,1,-8,-1
-25,-375,16537,-1,-11,1
-38,-375,16532,1,-9,1
-51,-395,16542,1,-9,3
-48,-376,16518,-1,-9,0
-35,-389,16513,-1,-9,2
-40,-407,16542,-1,-11,1
-43,-392,16529,-1,-8,2
-31,-399,16517,2,-10,2
-33,-389,16545,0,-8,2
-56,-391,16534,-1,-9,2
-45,-384,16527,0,-10,2
-31,-377,16522,1,-11,2
-38,-380,16523,0,-10,0
-44,-383,16545,0,-8,1
-36,-372,16533,-2,-8,1
-37,-378,16517,0,-10,0
-29,-371,16537,-1,-9,4
-43,-372,16538,-1,-7,2
-36,-389,16520,-1,-11,1
-41,-367,16531,-1,-10,1
-39,-398,16543,0,-9,0
-42,-374,16518,-1,-10,-1
-47,-384,16515,1,-12,2
-51,-383,16531,-1,-10,1
-14,-383,16528,0,-8,0
-48,-389,16519,-1,-9,1
-34,-392,16532,-1,-11,3
-46,-372,16542,-1,-8,0
-20,-389,16529,-1,-10,-1
-42,-379,16543,0,-11,0
-33,-374,16533,0,-10,1
-36,-376,16537,-1,-7,2
-56,-373,16512,-2,-9,1
-46,-383,16529,1,-9,0
-41,-372,16521,2,-11,0
-29,-391,16539,-1,-9,2
-48,-374,16540,-1,-8,1
-44,-382,16520,2,-11,2
-17,-380,16523,0,-7,1
-48,-387,16528,0,-8,0
-52,-383,16539,1,-10,1
-39,-389,16534,0,-9,1
-43,-391,16523,-1,-10,2
-58,-383,16532,-1,-10,1
-32,-382,16522,1,-11,0
-40,-392,16514,-1,-8,1
-30,-383,16523,-1,-9,0
-42,-393,16514,1,-9,1
-57,-394,16519,-2,-11,1
-29,-382,16549,0,-10,3
-41,-404,16516,0,-10,0
-48,-388,16523,0,-10,3
-24,-370,16531,0,-9,1
-27,-380,16521,1,-8,2
-48,-403,16531,0,-10,2
-42,-413,16512,-1,-9,2
-47,-383,16535,1,-9,1
-38,-386,16521,0,-10,1
-41,-402,16522,0,-8,1
-46,-389,16535,-2,-8,2
-37,-390,16518,1,-10,2
-30,-368,16538,0,-9,2
-41,-377,16530,1,-8,2
-44,-376,16534,-2,-9,1
-45,-356,16547,1,-8,3
-47,-399,16533,0,-9,1
-33,-364,16542,0,-11,1
-46,-380,16541,-1,-11,1
-60,-382,16523,0,-10,-1
-56,-383,16525,0,-10,1
-44,-370,16529,-1,-9,3
-52,-373,16515,-1,-10,1
-46,-394,16528,0,-10,1
-44,-382,16547,0,-9,2
-56,-378,16524,-1,-11,1
-38,-370,16532,0,-9,0
-37,-399,16516,-2,-8,3
-33,-391,16525,1,-9,1
-37,-369,16545,0,-10,3
-53,-387,16509,0,-9,0
-50,-393,16511,1,-9,0
-34,-370,16526,0,-8,0
-38,-395,16516,0,-8,2
-35,-387,16524,-1,-10,1
-37,-370,16523,0,-9,2
-48,-384,16527,-1,-9,0
-30,-393,16527,-2,-11,1
-53,-383,16508,1,-9,1
-46,-384,16524,-1,-10,0
-30,-367,16534,1,-8,2
-36,-382,16536,-1,-10,2
-35,-374,16540,-2,-10,-1
-46,-388,16531,0,-10,-1
-55,-378,16520,0,-9,2
-43,-400,16517,-1,-9,0
-44,-394,16539,0,-9,1
-47,-376,16534,-2,-10,3
-24,-363,16544,1,-8,0
-11,-379,16524,0,-9,3
-34,-381,16535,1,-8,2
-42,-374,16530,1,-11,3
-37,-379,16529,-1,-10,0
-27,-381,16511,-1,-10,1
-37,-385,16539,0,-10,0
-37,-384,16529,0,-9,0
-51,-388,16528,0,-9,0
-24,-382,16523,1,-11,0
-25,-381,16521,-1,-9,1
-50,-390,16519,1,-9,3
-44,-385,16533,0,-8,1
-49,-400,16514,-1,-9,2
-21,-390,16530,-1,-10,0
-36,-385,16533,-1,-8,1
-41,-393,16538,0,-10,1
-31,-396,16523,-1,-9,3
-47,-370,16526,-1,-9,1
-40,-399,16524,1,-9,1
-46,-371,16533,-1,-8,0
-53,-383,16524,1,-10,1
-50,-389,16523,0,-11,1
-46,-384,16529,0,-9,0
-40,-390,16523,-2,-10,1
-41,-385,16533,-2,-10,1
-44,-387,16522,0,-11,1
-42,-389,16529,-1,-9,2
-42,-387,16519,-1,-10,2
-28,-375,16538,-2,-9,1
-33,-377,16548,0,-11,0
-53,-392,16517,-1,-10,1
-58,-386,16526,0,-10,3
-55,-377,16532,-1,-8,0
-69,-386,16517,-1,-10,2
-43,-378,16528,2,-10,1
-36,-368,16538,0,-10,1
-35,-380,16527,-1,-9,-1
-38,-383,16527,1,-9,0
-37,-376,16526,-1,-9,0
-39,-369,16531,-1,-10,0
-25,-373,16521,1,-9,1
-48,-380,16532,0,-9,2
-38,-390,16515,-1,-10,0
-42,-385,16540,-1,-9,2
-26,-387,16524,0,-8,1
-57,-384,16524,-2,-7,2
-54,-384,16540,-1,-9,2
-33,-385,16540,-1,-9,2
-51,-378,16541,0,-11,2
-27,-364,16514,-1,-9,0
-42,-387,16524,0,-9,1
-55,-382,16543,0,-10,0
-52,-383,16521,-1,-9,1
-28,-391,16511,-1,-10,0
-40,-373,16526,-1,-10,0
-29,-393,16524,0,-8,-1
-31,-388,16530,-1,-10,2
-52,-402,16521,0,-9,3
-26,-368,16514,2,-9,1
-51,-386,16541,1,-10,0
-57,-386,16547,0,-10,0
-31,-382,16533,1,-11,0
-45,-387,16531,-1,-10,2
-42,-376,16534,-1,-10,2
-37,-387,16506,0,-11,1
-25,-380,16526,-1,-9,1
-40,-381,16525,0,-10,-1
-39,-372,16531,0,-10,1
-45,-384,16522,0,-9,1
-33,-379,16538,0,-9,3
-39,-389,16536,1,-8,0
-37,-384,16522,-2,-10,1
-49,-388,16509,-1,-10,1
-43,-388,16531,1,-9,2
-53,-385,16520,-1,-10,2
-50,-393,16519,-1,-9,2
-31,-399,16520,1,-10,1
-27,-386,16529,0,-11,-1
-42,-390,16519,-1,-7,1
-41,-367,16530,-2,-9,1
-53,-388,16524,-2,-9,1
-34,-388,16515,-1,-9,0
-56,-378,16513,-2,-10,0
-54,-389,16537,1,-10,1
-40,-376,16526,0,-10,1
-48,-373,16538,-1,-10,0
-59,-387,16534,-1,-9,1
-48,-401,16518,0,-9,1
-48,-389,16531,-2,-11,-1
-38,-371,16539,-1,-10,2
-29,-385,16549,0,-10,2
-28,-383,16529,0,-10,1
-36,-390,16538,1,-11,-1
-21,-375,16539,1,-8,0
-36,-398,16520,0,-12,1
-50,-380,16537,-1,-9,1
-51,-376,16542,0,-9,0
-36,-389,16523,0,-11,2
-40,-385,16512,-1,-10,1
-52,-378,16524,-2,-8,2
-27,-383,16528,1,-9,1
-36,-364,16526,1,-10,2
-39,-376,16532,-1,-9,2
-32,-391,16522,-2,-11,1
-40,-388,16528,-1,-9,0
-42,-387,16536,-2,-10,0
-35,-386,16513,1,-9,0
-53,-379,16523,0,-10,0
-46,-364,16533,-1,-10,-1
-49,-393,16511,-2,-11,-1
-41,-393,16527,-1,-10,0
-46,-391,16524,1,-9,1
-49,-394,16529,2,-10,3
-42,-385,16522,0,-9,1
-37,-374,16521,-2,-8,0
-32,-392,16522,-2,-8,1
-31,-376,16528,1,-10,1
-66,-398,16535,0,-10,2
-34,-384,16533,0,-10,0
-31,-388,16520,-1,-9,0
-55,-379,16518,0,-9,1
-32,-378,16510,0,-9,0
-33,-382,16528,0,-9,1
-40,-404,16520,1,-11,1
-46,-391,16512,2,-10,0
-48,-394,16534,-1,-9,1
-41,-376,16535,1,-10,1
-43,-385,16532,0,-11,0
-60,-392,16524,0,-8,0
-64,-387,16522,-1,-9,2
-57,-399,16535,-1,-10,0
-40,-378,16530,0,-8,0
-46,-375,16514,0,-9,3
-24,-377,16532,0,-8,1
-53,-391,16509,0,-9,-1
-40,-382,16524,1,-9,2
-31,-387,16524,-1,-8,1
-40,-382,16538,-2,-11,1
-43,-389,16512,0,-11,1
-49,-380,16521,-1,-11,2
-42,-381,16518,-1,-9,2
-35,-384,16536,1,-10,2
-39,-372,16515,0,-10,2
-58,-391,16518,0,-9,2
-37,-377,16531,0,-9,0
-56,-397,16516,-1,-10,-1
-47,-406,16528,0,-8,0
-33,-390,16533,0,-12,0
-55,-403,16529,2,-10,0
-46,-386,16511,2,-8,1
-59,-373,16556,-1,-9,1
-33,-380,16524,1,-9,3
-43,-389,16541,0,-11,1
-26,-370,16539,-2,-11,1
-37,-405,16519,-2,-9,2
-39,-391,16518,-1,-10,1
-47,-385,16541,-1,-10,1
